StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,Q1.2_1,Q1.2_2,Q1.2_3,Q2.2,Q2.3,Q2.4,Q3.2,Q3.3,Q4.2,Q4.3,Q4.4,ATTENTION_1,Q4.5,Q4.6,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q8.2,Q8.3,Q8.4,Q8.5,Q7.1,Q9.1,Q9.2,Q10.2_First Click,Q10.2_Last Click,Q10.2_Page Submit,Q10.2_Click Count,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8_First Click,Q10.8_Last Click,Q10.8_Page Submit,Q10.8_Click Count,Q10.11,Q10.12,Q10.13,Q10.14,Q11.2_First Click,Q11.2_Last Click,Q11.2_Page Submit,Q11.2_Click Count,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8_First Click,Q11.8_Last Click,Q11.8_Page Submit,Q11.8_Click Count,Q11.11,Q11.12,Q11.13,Q11.14,Q12.2_First Click,Q12.2_Last Click,Q12.2_Page Submit,Q12.2_Click Count,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8_First Click,Q12.8_Last Click,Q12.8_Page Submit,Q12.8_Click Count,Q12.11,Q12.12,Q12.13,Q12.14,Q13.2_First Click,Q13.2_Last Click,Q13.2_Page Submit,Q13.2_Click Count,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8_First Click,Q13.8_Last Click,Q13.8_Page Submit,Q13.8_Click Count,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2_First Click,Q14.2_Last Click,Q14.2_Page Submit,Q14.2_Click Count,Q14.4,Q14.5,Q14.6,Q14.7,Q14.8_First Click,Q14.8_Last Click,Q14.8_Page Submit,Q14.8_Click Count,Q14.11,Q14.12,Q14.13,Q14.14,Q15.2_First Click,Q15.2_Last Click,Q15.2_Page Submit,Q15.2_Click Count,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8_First Click,Q15.8_Last Click,Q15.8_Page Submit,Q15.8_Click Count,Q15.11,Q15.12,Q15.13,Q15.14,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,ATTENTION_2,ATTENTION_3,ATTENTION_4,DeviceIdentifier,random
2021-06-16 12:38:39,2021-06-16 12:45:48,0,98.218.25.37,100,428,1,2021-06-16 12:45:48,R_0TjTZEuEutUQmhX,,,,,38.749298095703100,-77.49179840087890000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,5,3,4,3,5,3,4,,1,4,2,2,2,1,1,19,19,19,17,19,3,,,3,4,"5' 7""",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.366,0,4,8,4,8,0,0,67.954,0,5,5,1,1,5,1,1,3,7,7,9,5,,925748
2021-06-16 12:42:39,2021-06-16 12:46:23,0,67.180.106.232,100,224,1,2021-06-16 12:46:24,R_1LUqK3PcrYezoMX,,,,,37.212493896484400,-121.864105224609000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,4,4,3,3,5,3,4,,1,2,2,2,1,1,2,17,16,15,17,17,2,1,,,7,5'10,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.972,0,4,3,4,3,1.836,1.931,63.021,2,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,5,12,"6,7",13,5,,798912
2021-06-16 12:29:10,2021-06-16 12:46:24,0,172.82.128.201,100,1034,1,2021-06-16 12:46:25,R_2ExSVyJh9whd2Gz,,,,,37.751007080078100,-97.82199859619140000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,2,3,3,2,7,1,6,2,,1,1,2,2,2,2,15,14,14,15,14,2,1,,,6,162,50,0,0,188.627,0,3,2,3,2,0,0,85.62,0,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,5,2,7,13,6,,197338
2021-06-16 12:38:11,2021-06-16 12:46:30,0,24.155.48.156,100,499,1,2021-06-16 12:46:31,R_2wuax1lYzgKggW1,,,,,27.6775970458984000,-97.3650970458984000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,2,5,1,1,5,3,4,,1,2,1,2,2,1,2,19,19,19,19,19,1,,2,,2,"5' 11""",240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.235,0,1,1,2,1,0,0,63.164,0,1,2,2,2,5,1,1,3,7,7,9,5,,144775
2021-06-16 12:32:30,2021-06-16 12:47:21,0,73.214.178.170,100,891,1,2021-06-16 12:47:22,R_XNR3c6klIwNzvDb,,,,,40.0778045654297000,-80.97879791259770000,anonymous,EN,1,,1,1,1,3,4,2,4,4,5,3,4,,1,2,2,2,2,1,1,13,17,14,14,15,2,1,,,6,6'1,255,0,0,302.732,0,6,2,5,2,0,0,103.373,0,5,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,4,5,6,,5,,545186
2021-06-16 12:35:44,2021-06-16 12:48:05,0,184.170.241.170,100,740,1,2021-06-16 12:48:05,R_1GEzHXjgzcLgaAD,,,,,33.4412994384766000,-112.0420989990230000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,4,2,3,3,5,3,4,,2,2,1,1,1,1,2,15,15,16,14,15,2,2,,,5,5 ft 7,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.039,23.847,24.739,3,3,2,4,3,11.041,47.15,61.658,4,2,3,6,6,,,,,,,,,,,,,,,,,5,1,1,5,11,"6,7",8,5,,768806
2021-06-16 12:43:43,2021-06-16 12:48:46,0,107.139.184.71,100,303,1,2021-06-16 12:48:47,R_1GDrrGx57vGKMLT,,,,,42.8910980224609000,-88.21209716796880,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,5,3,4,4,5,3,4,,1,2,1,2,2,1,2,15,16,17,16,15,1,,1,,1,"5'2""",135,0,0,25.018,0,4,8,4,8,0,0,61.653,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,5,11,6,13,5,,227223
2021-06-16 12:40:42,2021-06-16 12:50:16,0,73.198.13.141,100,573,1,2021-06-16 12:50:16,R_2EmJGfVnl6sGHge,,,,,39.3773040771484000,-74.61229705810550000,anonymous,EN,1,,1,1,1,2,2,4,3,3,5,3,4,,2,2,1,1,2,1,2,15,18,15,15,16,2,2,,,5,"5'8""",142,0,0,32.076,0,3,2,2,2,0,0,139.514,0,5,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,8,6,13,5,,335953
2021-06-16 12:39:17,2021-06-16 12:50:33,0,67.233.187.157,100,676,1,2021-06-16 12:50:34,R_307hJ52kg5DXWH2,,,,,28.806396484375,-81.88690185546880,anonymous,EN,1,,1,1,1,3,3,3,3,3,5,3,4,,1,2,2,2,2,1,2,14,14,15,14,14,2,1,,,6,"5 feet, 10 inches or 5'10",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.843,5.909,22.817,2,7,1,7,1,3.888,86.723,146.664,9,7,7,11,6,5,1,1,4,4,"5,6,7",5,5,,785589
2021-06-16 12:46:30,2021-06-16 12:50:45,0,107.142.215.204,100,254,1,2021-06-16 12:50:45,R_26eyaFfj10yFVrk,,,,,34.0290069580078000,-118.4004974365230000,anonymous,EN,1,,1,1,1,3,4,1,3,3,5,3,4,,1,2,2,2,2,2,1,17,17,17,17,17,2,2,,,7,"5'11""",160,,,,,,,,,,,,,,,,,3.03,6.003,21.053,4,3,3,3,3,4.83,4.83,61.071,1,3,3,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,7,6,8,5,,844095
2021-06-16 12:45:24,2021-06-16 12:51:04,0,63.155.93.34,100,339,1,2021-06-16 12:51:04,R_3h498HNLPHfDnq3,,,,,44.0644989013672000,-123.1461029052730000,anonymous,EN,,,1,1,1,2,1,5,4,4,5,3,4,,1,2,1,2,1,1,2,16,16,19,16,16,2,1,,,7,"5' 6""",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.304,0,7,1,7,1,65.651,65.651,67.016,1,7,7,11,11,,,,,,,,,,,,,,,,,6,2,1,5,2,7,8,5,,927899
2021-06-16 12:36:46,2021-06-16 12:51:11,0,47.205.54.240,100,864,1,2021-06-16 12:51:11,R_2ZUi3I6njafbCsq,,,,,27.94549560546880,-82.45980072021480000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,1,2,1,1,5,3,4,,1,2,2,2,1,1,1,15,14,13,13,14,2,1,,,6,5.5,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.429,18.332,57.425,4,2,1,1,1,0,0,114.373,0,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,6,8,6,7,5,,658221
2021-06-16 12:47:30,2021-06-16 12:53:08,0,65.60.89.50,100,338,1,2021-06-16 12:53:09,R_2PvUl50b5xE2vX2,,,,,33.761993408203100,-117.9324951171880,anonymous,EN,1,,1,1,1,3,5,5,5,5,5,3,4,,1,2,2,1,1,1,1,18,18,18,19,19,1,,1,,2,"5'10""",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.745,0,4,3,5,3,48.588,48.588,61.548,1,6,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,5,12,6,9,5,,551338
2021-06-16 12:31:11,2021-06-16 12:53:33,0,45.20.220.124,100,1342,1,2021-06-16 12:53:34,R_3HvQdKFssUkbK6v,,,,,41.5876007080078000,-87.37270355224610000,anonymous,EN,1,,1,1,1,1,4,2,2,2,5,3,4,,1,2,1,2,2,1,2,17,17,17,17,16,2,2,,,6,5 feet 2 inches,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.549,58.591,59.546,10,4,1,4,1,0,0,63.11,0,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,6,10,"5,6,7",13,5,,851051
2021-06-16 12:33:22,2021-06-16 12:53:59,0,75.136.158.24,100,1237,1,2021-06-16 12:54:00,R_24nFGurNzCgkc1T,,,,,34.5251007080078000,-82.63069915771480000,anonymous,EN,1,,1,1,1,3,1,2,2,4,4,2,5,,2,4,2,2,1,1,2,13,15,14,14,13,2,1,,,5,5 7,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869,1.095,44.009,2,2,1,1,2,2.818,28.079,84.811,2,7,6,8,6,3,1,1,5,4,7,9,5,,935113
2021-06-16 12:47:39,2021-06-16 12:54:16,0,98.39.211.252,100,396,1,2021-06-16 12:54:16,R_3fZefoJSvF7FfF7,,,,,29.85040283203130,-95.4412994384766000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,2,4,4,4,4,5,3,4,,,2,1,1,2,1,2,17,18,16,17,17,1,,1,,2,"5'9""",330,,,,,,,,,,,,,,,,,0,0,24.794,0,2,1,2,2,34.073,45.84,76.922,3,3,4,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6,4,6,6,,5,,345933
2021-06-16 12:50:18,2021-06-16 12:54:55,0,71.12.157.191,100,276,1,2021-06-16 12:54:55,R_3m2D5aB64vzzzqz,,,,,33.024200439453100,-85.07199859619140000,anonymous,EN,1,,1,1,1,3,2,4,3,3,5,3,4,,1,2,1,2,2,1,2,14,15,15,14,15,3,,,2,5,72,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.619,20.262,20.963,2,6,2,5,2,0,0,73.635,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,4,"5,6,7",,5,,889467
2021-06-16 12:33:10,2021-06-16 12:55:03,0,75.136.158.24,100,1313,1,2021-06-16 12:55:03,R_27WqB5UN3IWg4b4,,,,,34.5251007080078000,-82.63069915771480000,anonymous,EN,1,,1,1,1,1,2,3,2,2,6,,6,,2,1,1,2,1,1,1,19,19,17,18,18,2,1,,,6,5 9,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649,1.425,31.218,3,3,2,1,2,0.93,63.681,64.329,7,2,6,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,4,5,6,9,5,,138403
2021-06-16 12:43:47,2021-06-16 12:55:12,0,108.34.207.31,100,685,1,2021-06-16 12:55:13,R_3MM3OR3e4AXGG5y,,,,,41.8860015869141000,-71.345703125,anonymous,EN,0.40000000000000000000000000000000000000000000000000000,,1,1,1,3,4,3,5,4,,,,,,2,2,2,2,1,2,18,18,18,17,16,3,,,3,4,"5'6""",135,0.986,22.998,23.704,5,4,3,4,3,5.131,21.916,110.065,3,4,4,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,"1,6",5,4,"5,6",13,5,,627869
2021-06-16 12:41:39,2021-06-16 12:56:35,0,208.203.212.9,100,895,1,2021-06-16 12:56:35,R_2ATCFwBRjnQpzBj,,,,,39.9844970703125,-75.58599853515630,anonymous,EN,1,,1,1,1,3,1,2,1,2,5,3,4,,1,4,1,2,1,2,1,18,18,15,14,16,1,,1,,1,5 feet 8 inches,157,5.979,19.32,22.688,4,3,1,2,1,0,0,101.085,0,2,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,6,5,6,13,5,,569599
2021-06-16 12:31:18,2021-06-16 12:56:35,0,12.160.225.48,100,1516,1,2021-06-16 12:56:35,R_Z3Fys5Tm0J2Zhn3,,,,,34.0543975830078000,-118.2440032958980000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,2,1,2,1,5,1,4,,1,4,2,1,2,1,1,14,15,13,15,13,1,,1,,7,5feet and 6 inches,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,24.867,0,2,1,2,1,0,0,313.803,0,1,3,6,11,,,,,,,,,,,,,,,,,6,2,1,6,8,"6,7",5,5,,150470
2021-06-16 12:55:04,2021-06-16 13:01:03,0,174.55.3.186,100,358,1,2021-06-16 13:01:03,R_tG3mIZTQRYmvoNb,,,,,40.548797607421900,-75.987396240234400,anonymous,EN,1,,1,1,1,3,5,3,3,3,5,3,4,,1,2,2,2,2,1,2,16,17,16,16,16,1,,1,,2,68,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.153,0,5,2,5,2,0,0,65.45,0,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,9,"5,6",,5,,665029
2021-06-16 12:56:12,2021-06-16 13:01:44,0,99.198.57.252,100,331,1,2021-06-16 13:01:44,R_3KvGW5hfHjENett,,,,,42.46380615234380,-123.346405029297000,anonymous,EN,1,,1,1,1,1,5,1,2,2,5,3,4,,1,2,1,1,1,1,2,15,16,17,15,15,2,1,,,7,"5' 11""",205,0,0,23.647,0,3,3,2,2,0,0,61.354,0,3,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,5,11,6,13,5,,657059
2021-06-16 12:56:11,2021-06-16 13:01:45,0,76.107.22.101,100,333,1,2021-06-16 13:01:45,R_81RC3qMG4x99GQ9,,,,,35.1566925048828000,-89.927398681640600,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,5,1,4,3,5,3,4,,1,2,1,2,2,1,2,16,17,17,16,17,2,1,,,7,"6'2""",183,,,,,,,,,,,,,,,,,0,0,24.411,0,5,8,5,3,0,0,61.982,0,6,5,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,3,5,"5,6",8,5,,703220
2021-06-16 12:56:15,2021-06-16 13:02:27,0,98.177.125.62,100,371,1,2021-06-16 13:02:27,R_D1PHxx1V7i6kbex,,,,,33.606903076171900,-112.28220367431600000,anonymous,EN,0.8000000000000000000000000000000000000000000000000000,,1,1,1,2,2,5,1,1,5,3,4,,1,2,2,2,2,1,2,19,19,19,19,19,1,,1,,2,"6,4",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.081,0,1,1,1,1,59.707,62.755,63.694,2,1,1,1,1,6,1,1,5,1,7,9,5,,460613
2021-06-16 12:57:20,2021-06-16 13:02:27,0,73.37.143.103,100,307,1,2021-06-16 13:02:27,R_us5FqJLBlLYPRn3,,,,,45.0644989013672000,-93.34130096435550000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,4,2,4,4,5,3,4,,1,2,2,2,1,1,2,18,18,18,17,17,2,2,,,6,70 inches,220 pounds,,,,,,,,,,,,,,,,,4.555,5.787,21.516,3,2,2,3,2,12.254,12.254,64.57,1,2,3,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,3,6,8,5,,486307
2021-06-16 12:57:36,2021-06-16 13:02:54,0,72.82.22.135,100,317,1,2021-06-16 13:02:54,R_1oo8ba7pNc5nHvs,,,,,41.8860015869141000,-71.345703125,anonymous,EN,1,,1,1,1,3,2,2,4,3,5,3,4,,1,2,2,1,2,1,1,17,18,18,18,17,2,2,,,5,6'0,380,23.444,27.162,28.267,3,3,2,2,2,1.9,1.9,107.512,1,1,1,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,4,6,13,5,,396495
2021-06-16 12:57:39,2021-06-16 13:03:00,0,50.106.24.210,100,320,1,2021-06-16 13:03:00,R_UXtiDj8ODXv5Bbb,,,,,47.894805908203100,-122.203094482422000,anonymous,EN,1,,1,1,1,3,5,1,4,4,5,3,4,,1,2,1,1,1,1,2,16,16,16,16,16,2,1,,,6,6 feet 0 inches,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.559,4.769,24.49,3,7,2,4,3,0.565,60.323,63.194,5,7,7,6,6,,,,,,,,,,,,,,,,,3,1,1,4,3,"5,6,7",8,5,,474743
2021-06-16 12:56:42,2021-06-16 13:03:30,0,99.56.119.227,100,407,1,2021-06-16 13:03:30,R_Oy6fi9JYb8uoltT,,,,,29.8737945556641000,-95.5233001708984000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,1,5,5,5,5,3,4,,1,2,2,1,2,1,2,17,19,18,15,17,1,,2,,4,5 feet 11 inches,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.086,22.629,23.292,5,2,2,3,2,8.191,8.191,87.629,1,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,"1,4",6,4,"5,6",13,5,,591111
2021-06-16 12:55:52,2021-06-16 13:04:36,0,192.145.80.4,100,523,1,2021-06-16 13:04:36,R_2cbCKmfgGXtoUi1,,,,,34.0543975830078000,-118.2440032958980000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,4,3,4,4,5,,,,1,2,2,2,2,1,2,15,16,15,15,16,2,2,,,6,5'11,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,46.514,0,3,3,3,3,73.33,73.33,76.439,1,5,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,5,6,9,5,,255242
2021-06-16 13:00:31,2021-06-16 13:05:15,0,108.5.225.40,100,283,1,2021-06-16 13:05:15,R_4Hr37379VtcYJjz,,,,,40.49920654296880,-74.499603271484400,anonymous,EN,1,,1,1,1,1,5,1,4,3,5,3,4,,1,2,1,2,2,1,1,15,15,15,15,15,2,2,,,7,"5' 9""",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.489,0,7,1,7,1,54.903,71.719,72.456,2,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,5,6,"5,6,7",13,5,,785195
2021-06-16 12:56:32,2021-06-16 13:06:05,0,173.235.78.170,100,572,1,2021-06-16 13:06:05,R_2fJSQKbu7gvFA1T,,,,,31.3144989013672000,-89.3787994384766000,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,3,5,1,3,3,5,3,4,,1,2,2,2,2,1,1,19,19,19,19,19,1,,1,,2,5'5'',200,,,,,,,,,,,,,,,,,0,0,21.688,0,6,1,7,1,165.805,165.805,166.163,1,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,5,7,6,8,5,,239616
2021-06-16 12:51:34,2021-06-16 13:06:09,0,71.136.150.232,100,875,1,2021-06-16 13:06:10,R_qVI79R84dLY5NrH,,,,,35.6884002685547000,-84.07689666748050000,anonymous,EN,1,,1,1,1,2,2,4,2,2,5,3,4,,1,2,1,1,2,1,1,19,19,19,19,19,1,,1,,2,65,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32.216,0,1,1,2,1,0,0,167.25,0,6,6,6,6,,,,,,,,,,,,,,,,,7,2,1,4,3,"5,6,7",8,5,,219007
2021-06-16 13:01:23,2021-06-16 13:06:17,0,174.206.68.14,100,293,1,2021-06-16 13:06:17,R_22ytjZwHj4l2P3o,,,,,37.511505126953100,-77.56620025634770000,anonymous,EN,1,,1,1,1,2,2,4,4,3,5,3,5,,1,2,1,2,2,1,1,17,18,17,18,17,2,2,,,6,5’9,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.728,22.588,25.598,2,2,2,2,2,2.301,67.347,69.091,8,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,4,7,13,5,,590827
2021-06-16 12:58:53,2021-06-16 13:06:51,0,75.173.94.10,100,477,1,2021-06-16 13:06:52,R_PvAsGVfktNudN8B,,,,,30.69500732421880,-92.2696990966797000,anonymous,EN,1,,1,1,1,3,1,2,4,4,5,3,4,,1,2,2,1,1,2,1,17,18,18,17,17,3,,,2,5,65,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.911,0,5,8,4,3,0,0,65.962,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2,8,"6,7",5,5,,381187
2021-06-16 12:58:21,2021-06-16 13:08:45,0,76.188.113.10,100,623,1,2021-06-16 13:08:45,R_3HnxoeF4xVaPrIN,,,,,41.03900146484380,-81.73809814453130,anonymous,EN,1,,1,1,1,3,3,2,3,3,5,3,4,,1,2,2,2,2,1,1,16,15,15,15,16,3,,,3,4,65,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.427,0,4,1,3,2,0,0,268.612,0,4,3,7,9,5,2,1,5,5,7,9,5,,944299
2021-06-16 12:59:12,2021-06-16 13:09:59,0,172.98.189.34,100,646,1,2021-06-16 13:09:59,R_3CJn2696ATpZPay,,,,,40.00250244140630,-75.1134033203125,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,2,1,2,2,5,1,6,,1,1,1,2,1,2,2,14,17,15,15,15,2,1,,,2,5.6,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.609,42.672,43.645,4,2,2,2,2,59.597,59.597,92.254,1,2,3,9,7,3,1,1,5,2,"5,6,7",9,5,,841311
2021-06-16 12:56:57,2021-06-16 13:10:20,0,71.172.89.99,100,802,1,2021-06-16 13:10:21,R_elpt6y2coLoZtOF,,,,,40.742401123046900,-74.032501220703100,anonymous,EN,0.90000000000000000000000000000000000000000000000000000,,1,1,1,1,4,2,4,2,5,3,4,,1,2,1,2,1,2,1,17,18,17,17,18,3,,,1,4,5 ft 5 inches,110,0,0,320.922,0,3,2,2,2,313.331,313.331,313.847,1,3,3,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,5,11,"5,6",,5,,997552
2021-06-16 13:03:11,2021-06-16 13:10:57,0,47.204.35.119,100,466,1,2021-06-16 13:10:58,R_2tih93ZTAKbki8q,,,,,28.0980072021484000,-81.494903564453100,anonymous,EN,1,,1,1,1,2,1,5,1,1,5,3,4,,1,2,1,2,2,1,2,19,19,19,19,19,1,,2,,3,6 feet 0 inches,280,,,,,,,,,,,,,,,,,0,0,26.669,0,7,1,7,1,0,0,67.308,0,7,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,5,12,"5,6",8,5,,594933
2021-06-16 13:04:56,2021-06-16 13:14:42,0,173.81.96.77,100,586,1,2021-06-16 13:14:43,R_2Y3XH2vlsL8XNZn,,,,,38.3466949462891000,-81.63590240478520000,anonymous,EN,1,,1,1,1,1,1,2,5,3,5,3,4,,1,2,1,2,2,1,2,14,15,17,15,17,2,1,,,4,5'7,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.392,0,1,1,2,1,2.158,74.549,75.465,15,2,2,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3,6,6,,5,,664140
