duration_in_seconds,media_slant,nfc,agree_t1,agree_certainty_t1,belief_t1,belief_certainty_t1,agree_t2,belief_t2,bias_1,bias_2,confident,encouraged,angry,annoyed,page_submit_duration,partisanship,ideology,nfc_code,gender,age,education,income,involvement,gen_knowledge,media_trust,agree_diff,belief_diff,bias,hmp_score,certainty_agree,certainty_belief,nfc_code_correct
969,MSNBC,Low,6,2,6,2,6,6,4,6,4,7,2,3,55.005,Democrat,6,2,1,5,5,2,4.5,4,5.6,0,0,-0.1,0.4,1,1,1
432,Reuter,Low,7,1,6,1,6,6,3,3,2,2,1,1,52.714,Republican,3,2,2,5,5,10,3,3,3,-1,0,-0.3,0.8,1,1,1
495,Reuter,High,6,2,5,2,5,5,6,3,2,2,5,6,51.836,Republican,2,2,2,7,3,4,2.5,5,2.4,-1,0,-0.15,0.65,1,1,1
526,Reuter,Low,5,2,6,2,3,5,6,6,6,6,1,1,42.425,Democrat,7,2,1,3,2,1,2,4,NA,-2,-1,0,0.5,1,1,1
682,Reuter,High,5,2,5,2,2,2,9,9,2,2,2,3,118.397,Democrat,6,2,1,5,4,4,3.5,5,5.8,-3,-3,0.3,0.8,1,1,1
365,Reuter,Low,5,2,5,2,4,4,7,7,4,4,3,3,91.309,Democrat,5,5,2,4,5,10,2.5,5,3.2,-1,-1,0.1,0.6,1,1,0
250,FOX,High,4,1,4,1,4,4,4,4,1,1,1,1,51.129,Republican,3,2,2,4,6,6,3,5,1,0,0,-0.2,0.7,1,1,1
455,MSNBC,High,4,2,5,1,2,3,5,5,5,5,1,2,65.391,Republican,3,2,1,4,5,6,3,5,4.8,-2,-2,-0.1,0.6,1,1,1
583,MSNBC,High,7,1,7,1,7,7,1,1,1,1,5,7,53.039,Republican,1,2,1,6,3,3,3,5,1,0,0,-0.5,1,1,1,1
297,FOX,High,4,2,4,2,4,3,6,6,4,4,1,1,52.525,Democrat,5,2,2,4,5,3,3,4,3.6,0,-1,0,0.5,1,1,1
347,Reuter,Low,6,2,5,2,3,3,6,6,5,5,4,5,51.712,Republican,4,2,2,3,4,4,3,5,3,-3,-2,0,0.5,1,1,1
280,Reuter,High,5,2,5,3,3,2,5,5,5,5,2,4,56.985,Republican,2,2,1,4,3,2,3,4,2.6,-2,-3,-0.1,0.6,1,0,1
402,MSNBC,Low,3,2,3,8,3,2,5,5,1,7,7,7,54.85,Democrat,1,2,2,6,2,6,4.5,5,1,0,-1,-0.1,0.4,1,0,1
338,MSNBC,Low,6,2,5,2,5,5,1,1,1,1,4,7,70.484,Republican,2,2,1,6,5,10,3,5,1.2,-1,0,-0.5,1,1,1,1
342,FOX,Low,3,2,3,2,2,2,6,6,5,5,4,4,61.199,Democrat,5,2,2,3,4,5,4,5,5,-1,-1,0,0.5,1,1,1
485,FOX,Low,7,1,6,2,6,6,1,1,1,1,6,6,62.659,Republican,3,2,1,6,5,9,3.5,5,1,-1,0,-0.5,1,1,1,1
351,Reuter,High,6,2,5,2,4,3,6,6,4,5,2,4,86.262,Democrat,5,2,1,4,6,8,3,5,3.8,-2,-2,0,0.5,1,1,1
369,FOX,High,7,1,6,1,6,6,1,2,1,1,3,6,51.409,Republican,1,2,1,3,5,10,4,5,1.2,-1,0,-0.45,0.95,1,1,1
420,MSNBC,High,4,1,3,3,1,1,6,6,5,4,4,4,55.133,Democrat,6,2,2,4,2,1,1.5,5,2.4,-3,-2,0,0.5,1,0,1
498,MSNBC,Low,5,2,6,2,2,3,6,6,6,6,1,1,82.785,Democrat,6,2,1,3,5,3,1.5,5,4.2,-3,-3,0,0.5,1,1,1
707,FOX,High,6,1,6,2,2,2,5,5,6,5,4,4,116.297,Republican,3,2,1,4,5,8,4,5,4.8,-4,-4,-0.1,0.6,1,1,1
732,Reuter,Low,5,2,3,2,3,3,5,4,3,3,4,4,53.107,Republican,3,2,1,7,5,3,4,4,2,-2,0,-0.15,0.65,1,1,1
559,FOX,Low,4,1,5,2,2,1,6,6,4,1,1,1,55.5,Republican,2,2,2,3,4,2,1.5,3,5.2,-2,-4,0,0.5,1,1,1
261,Reuter,Low,6,1,6,2,6,5,4,6,5,4,2,3,51.104,Democrat,7,2,2,3,5,6,3,5,5,0,-1,-0.1,0.4,1,1,1
330,Reuter,High,5,1,6,1,5,5,7,7,5,5,2,2,60.648,Democrat,4,2,1,3,5,4,3,4,2.8,0,-1,0.1,0.6,1,1,1
474,MSNBC,Low,6,1,6,1,6,5,1,1,1,1,1,7,54.4,Republican,4,2,1,5,5,12,4,5,2,0,-1,-0.5,1,1,1,1
345,FOX,Low,6,3,4,2,3,3,6,6,4,4,4,4,133.341,Democrat,4,2,2,4,4,9,3,5,3,-3,-1,0,0.5,0,1,1
466,MSNBC,High,5,1,5,1,3,3,6,6,4,3,1,1,72.68,Democrat,5,2,1,5,5,5,3,5,4.2,-2,-2,0,0.5,1,1,1
522,MSNBC,Low,5,3,6,2,3,5,6,6,5,5,3,3,59.389,Democrat,6,2,2,4,5,4,3,4,3.8,-2,-1,0,0.5,0,1,1
481,MSNBC,High,7,1,6,1,6,7,1,1,1,1,1,7,98.441,Republican,2,2,2,5,2,8,4,5,1,-1,1,-0.5,1,1,1,1
316,MSNBC,High,6,2,6,2,5,3,7,7,4,3,2,2,55.572,Democrat,6,2,2,5,6,3,3.5,5,3.4,-1,-3,0.1,0.6,1,1,1
303,FOX,High,6,2,6,2,6,6,8,11,1,1,4,4,52.357,Democrat,7,2,2,3,5,1,2,5,3.4,0,0,0.35,0.85,1,1,1
333,Reuter,High,5,1,6,1,2,3,6,6,5,4,1,4,68.066,Democrat,6,2,1,5,4,9,5,5,4.8,-3,-3,0,0.5,1,1,1
324,Reuter,Low,6,2,6,2,6,6,3,3,5,6,6,6,65.79,Democrat,1,2,2,4,5,4,5,2,5.2,0,0,-0.3,0.2,1,1,1
363,MSNBC,High,7,1,7,1,6,6,6,6,4,3,1,1,64.868,Democrat,7,2,2,5,5,10,2,5,5,-1,-1,0,0.5,1,1,1
414,FOX,Low,6,2,6,2,4,4,8,8,2,2,6,6,91.24,Democrat,6,2,2,6,4,3,3,5,4,-2,-2,0.2,0.7,1,1,1
454,FOX,High,7,1,6,2,7,6,7,6,5,4,1,1,80.495,Democrat,6,2,2,4,2,4,2,5,3.2,0,0,0.05,0.55,1,1,1
432,FOX,Low,6,2,6,2,5,5,10,10,4,3,2,6,69.806,Democrat,6,2,1,4,3,4,4,5,2.8,-1,-1,0.4,0.9,1,1,1
354,Reuter,Low,6,1,6,1,6,5,7,8,5,5,1,1,53.671,Democrat,6,2,2,7,5,5,5,5,5,0,-1,0.15,0.65,1,1,1
598,MSNBC,Low,5,2,5,2,6,6,6,6,6,6,2,2,79.375,Democrat,6,2,1,4,5,6,3,5,5,1,1,0,0.5,1,1,1
538,Reuter,Low,6,2,7,2,4,3,8,9,4,3,5,5,51.532,Democrat,7,2,2,2,3,12,3,5,3,-2,-4,0.25,0.75,1,1,1
506,FOX,Low,6,2,6,1,6,6,7,8,3,2,4,5,75.327,Democrat,7,2,2,4,5,5,3,5,3.2,0,0,0.15,0.65,1,1,1
362,MSNBC,High,7,1,7,1,5,5,6,6,6,6,1,1,65.19,Democrat,6,2,1,4,1,3,3.5,5,2.6,-2,-2,0,0.5,1,1,1
610,Reuter,Low,6,1,6,1,6,6,1,1,1,1,5,6,53.424,Republican,2,2,2,7,3,7,4,4,1,0,0,-0.5,1,1,1,1
455,FOX,High,6,1,6,1,3,2,9,9,4,4,1,1,91.71,Democrat,6,2,2,6,4,4,2.5,5,4.6,-3,-4,0.3,0.8,1,1,1
475,MSNBC,High,6,2,4,3,5,5,9,6,6,4,2,3,55.108,Democrat,2,4,2,4,5,8,3.5,1,4.2,-1,1,0.15,0.65,1,0,0
450,Reuter,High,4,3,5,3,1,1,6,6,2,2,2,6,64.938,Democrat,4,2,2,6,6,3,2,5,2.4,-3,-4,0,0.5,0,0,1
647,Reuter,High,7,1,7,1,7,7,1,1,7,1,7,7,78.373,Republican,2,2,1,5,3,7,4.5,5,1,0,0,-0.5,1,1,1,1
481,MSNBC,Low,7,1,7,1,5,5,6,6,4,4,1,1,58.12,Democrat,7,2,2,5,5,9,2,5,7,-2,-2,0,0.5,1,1,1
550,MSNBC,Low,6,2,6,1,6,6,7,7,5,5,3,3,51.84,Democrat,7,2,2,6,4,2,3.5,5,5.6,0,0,0.1,0.6,1,1,1
308,Reuter,High,4,1,4,1,1,1,6,6,6,2,7,7,53.136,Democrat,7,2,1,4,6,6,3,5,2,-3,-3,0,0.5,1,1,1
488,Reuter,High,7,1,7,2,6,5,5,4,4,2,5,3,56.323,Republican,2,2,2,4,2,4,3.5,4,1.8,-1,-2,-0.15,0.65,1,1,1
458,MSNBC,Low,7,1,7,1,7,7,6,6,4,4,4,4,92.481,Republican,1,2,1,4,3,3,5,3,1,0,0,0,0.5,1,1,1
419,FOX,High,5,8,5,8,3,3,7,8,2,1,3,5,53.984,Democrat,6,2,2,5,4,4,3,3,2.2,-2,-2,0.15,0.65,0,0,1
197,Reuter,Low,6,2,5,3,6,5,3,4,5,7,5,7,51.781,Democrat,6,5,1,3,2,2,3.5,2,4.4,0,0,-0.25,0.25,1,0,0
484,FOX,Low,3,8,3,3,3,1,5,5,1,3,5,6,55.676,Democrat,5,2,2,7,3,6,3,5,2.8,0,-2,-0.1,0.4,0,0,1
566,MSNBC,High,7,1,7,1,7,6,11,11,3,3,3,3,65.441,Democrat,5,2,1,7,3,6,4,5,6,0,-1,0.5,1,1,1,1
591,Reuter,Low,6,2,6,2,5,5,7,7,5,6,3,2,78.479,Democrat,6,2,1,5,3,7,3.5,5,3.8,-1,-1,0.1,0.6,1,1,1
688,MSNBC,Low,5,3,5,3,2,2,6,6,4,4,4,5,51.95,Democrat,5,2,2,3,2,7,2.5,4,4.2,-3,-3,0,0.5,0,0,1
575,Reuter,Low,5,2,5,2,4,4,8,7,1,1,2,4,51.47,Democrat,5,2,1,3,5,9,1,5,2.8,-1,-1,0.15,0.65,1,1,1
392,FOX,High,7,1,7,1,7,7,1,1,1,1,7,7,79.035,Republican,1,2,1,3,5,9,3,5,1,0,0,-0.5,1,1,1,1
706,FOX,High,6,1,6,1,3,3,9,9,1,1,5,7,52.814,Democrat,6,2,2,6,5,9,2,5,3.6,-3,-3,0.3,0.8,1,1,1
1037,MSNBC,High,7,1,6,1,7,6,1,1,1,1,7,7,111.888,Republican,2,5,2,5,4,9,5,5,1.4,0,0,-0.5,1,1,1,0
316,MSNBC,High,5,3,5,3,5,5,8,8,1,1,5,5,51.518,Democrat,7,2,1,4,3,4,2.5,5,1,0,0,0.2,0.7,0,0,1
346,FOX,Low,7,1,7,1,5,5,4,5,2,3,7,6,52.558,Republican,2,2,1,4,3,6,3.5,5,1.4,-2,-2,-0.15,0.65,1,1,1
404,FOX,Low,4,1,6,1,5,4,4,8,2,2,6,7,71.083,Democrat,6,2,2,6,4,10,3,5,4.2,1,-2,0,0.5,1,1,1
427,MSNBC,High,7,1,7,1,6,6,3,3,3,3,5,6,69.448,Republican,1,2,1,7,6,6,4,4,2.8,-1,-1,-0.3,0.8,1,1,1
497,Reuter,Low,7,1,7,1,7,7,1,1,1,1,4,7,101.937,Republican,3,2,2,4,5,11,4,5,1.6,0,0,-0.5,1,1,1,1
565,MSNBC,Low,6,2,6,2,5,3,6,6,6,2,2,3,61.25,Democrat,6,2,1,3,6,8,2,5,6,-1,-3,0,0.5,1,1,1
654,FOX,Low,7,1,7,1,5,5,9,9,5,5,2,4,116.104,Democrat,7,2,2,8,5,3,3,5,6,-2,-2,0.3,0.8,1,1,1
655,Reuter,High,6,1,6,2,6,6,11,11,7,7,1,1,56.631,Republican,1,2,1,4,5,8,5,3,5.2,0,0,0.5,0,1,1,1
529,FOX,High,7,1,7,1,7,7,1,1,1,1,6,7,59.432,Republican,2,2,2,5,5,10,3.5,4,1.2,0,0,-0.5,1,1,1,1
1351,FOX,Low,7,1,6,1,5,5,6,8,5,5,7,7,121.93,Democrat,6,2,2,4,4,5,5,5,5.6,-2,-1,0.1,0.6,1,1,1
366,FOX,High,5,1,5,1,5,5,7,8,1,1,5,7,61.134,Democrat,7,2,1,4,5,9,2,5,5.2,0,0,0.15,0.65,1,1,1
581,Reuter,High,5,2,5,2,2,2,6,6,6,6,6,6,63.685,Democrat,7,2,2,5,5,4,3,4,3,-3,-3,0,0.5,1,1,1
489,Reuter,Low,6,1,6,2,5,5,6,6,4,4,4,4,121.877,Democrat,6,2,2,4,5,3,3.5,5,4,-1,-1,0,0.5,1,1,1
576,MSNBC,Low,6,2,5,2,3,3,6,6,4,3,4,4,144.76,Republican,4,2,2,5,5,12,2,4,3.2,-3,-2,0,0.5,1,1,1
850,Reuter,High,6,2,6,2,5,5,5,5,6,4,4,3,172.038,Democrat,7,2,2,4,3,2,4,5,4.8,-1,-1,-0.1,0.4,1,1,1
374,FOX,High,7,1,7,1,7,7,1,1,1,1,7,7,75.901,Republican,1,2,1,4,5,10,4,5,1,0,0,-0.5,1,1,1,1
433,MSNBC,Low,6,2,6,2,4,6,6,6,5,4,1,2,68.087,Democrat,7,2,1,4,5,6,5,5,3.8,-2,0,0,0.5,1,1,1
411,MSNBC,High,5,1,6,1,4,5,6,6,4,4,4,4,53.441,Democrat,5,4,1,5,4,4,1.5,5,2.4,-1,-1,0,0.5,1,1,0
509,Reuter,High,7,1,7,1,5,6,6,6,7,7,1,1,53.7,Democrat,6,2,2,6,4,7,3,5,4.6,-2,-1,0,0.5,1,1,1
565,FOX,Low,6,2,6,2,4,4,5,5,3,3,4,4,110.388,Republican,2,2,2,4,5,12,3,5,2,-2,-2,-0.1,0.6,1,1,1
365,MSNBC,High,6,1,6,2,6,6,4,4,3,3,6,5,51.76,Republican,2,2,2,4,6,8,2,5,3.8,0,0,-0.2,0.7,1,1,1
326,Reuter,Low,7,1,6,2,6,6,9,8,6,6,4,4,62.661,Democrat,6,2,2,7,5,5,3,5,5,-1,0,0.25,0.75,1,1,1
477,FOX,Low,7,2,6,2,6,6,8,8,4,4,1,4,74.201,Democrat,7,2,2,4,3,3,3,5,4.8,-1,0,0.2,0.7,1,1,1
370,FOX,High,7,1,7,1,6,6,9,9,3,3,5,5,53.012,Democrat,6,2,2,6,6,8,3,5,6,-1,-1,0.3,0.8,1,1,1
412,Reuter,High,5,2,5,2,3,3,6,6,5,4,2,2,51.843,Democrat,6,4,1,4,5,11,3.5,5,5,-2,-2,0,0.5,1,1,0
508,FOX,High,5,3,6,2,3,5,9,10,2,1,2,5,85.596,Democrat,5,2,1,4,5,12,2.5,5,3,-2,-1,0.35,0.85,0,1,1
521,Reuter,Low,7,1,7,1,6,6,1,1,1,1,4,4,76.024,Republican,2,2,2,5,5,5,1,4,1,-1,-1,-0.5,1,1,1,1
874,MSNBC,High,4,8,3,8,1,1,6,6,5,3,3,6,70.192,Democrat,6,2,2,3,6,10,1.5,5,4.6,-3,-2,0,0.5,0,0,1
1646,Reuter,High,7,1,7,1,7,7,2,2,3,4,3,3,67.219,Republican,2,2,2,4,3,3,4.5,5,3,0,0,-0.4,0.9,1,1,1
402,MSNBC,Low,3,2,3,2,1,1,6,6,6,6,2,2,58.928,Republican,2,2,1,5,7,11,4,5,6,-2,-2,0,0.5,1,1,1
347,MSNBC,High,6,1,6,2,6,6,5,5,3,5,4,4,97.57,Democrat,6,2,2,4,5,7,2.5,5,4.6,0,0,-0.1,0.4,1,1,1
495,MSNBC,Low,6,2,5,2,2,3,6,6,6,7,3,2,53,Democrat,7,2,1,3,4,6,3,5,1,-4,-2,0,0.5,1,1,1
438,Reuter,Low,7,2,5,2,5,5,6,6,7,7,1,1,52.048,Democrat,7,2,1,3,4,11,5,5,5,-2,0,0,0.5,1,1,1
1201,MSNBC,Low,7,1,7,1,7,7,4,3,1,1,7,7,54.77,Republican,2,2,2,7,3,2,4.5,5,1,0,0,-0.25,0.75,1,1,1
722,MSNBC,High,6,1,6,1,6,6,7,7,5,4,3,3,114.017,Democrat,7,1,2,7,5,4,3,5,4.6,0,0,0.1,0.6,1,1,0
652,FOX,Low,6,2,6,2,1,1,11,11,1,1,1,4,53.809,Democrat,7,2,1,4,6,6,4,5,5,-5,-5,0.5,1,1,1,1
551,MSNBC,Low,6,2,6,1,3,3,1,11,6,4,2,3,51.573,Democrat,7,2,2,4,6,7,2,5,3.8,-3,-3,0,0.5,1,1,1
446,Reuter,High,5,2,5,2,4,4,5,5,5,4,3,4,54.567,Republican,3,2,2,5,5,9,3,5,2.2,-1,-1,-0.1,0.6,1,1,1
384,FOX,Low,6,1,6,2,6,6,4,5,5,4,3,4,51.23,Republican,2,2,1,4,6,4,3.5,5,1.8,0,0,-0.15,0.65,1,1,1
289,FOX,Low,3,2,3,2,3,3,9,8,2,2,4,4,52.789,Democrat,2,2,1,6,6,11,4,5,2.8,0,0,0.25,0.75,1,1,1
998,Reuter,High,6,2,6,2,6,6,2,3,6,6,6,6,52.554,Democrat,6,2,1,7,6,6,3,5,5,0,0,-0.35,0.15000000000000002,1,1,1
643,FOX,High,5,3,6,2,5,5,6,6,1,1,2,1,53.175,Democrat,6,2,1,4,2,6,3,5,5,0,-1,0,0.5,0,1,1
871,Reuter,Low,6,1,6,1,5,5,6,7,5,4,6,5,53.778,Republican,2,2,1,3,3,5,4,3,4.4,-1,-1,0.05,0.44999999999999996,1,1,1
1173,MSNBC,High,7,1,7,1,7,6,1,1,1,1,5,7,52.439,Republican,2,2,1,5,5,12,5,5,1,0,-1,-0.5,1,1,1,1
352,Reuter,Low,6,2,6,1,6,6,3,4,6,5,3,4,53.594,Democrat,2,2,1,4,5,6,4.5,2,5.2,0,0,-0.25,0.25,1,1,1
1517,MSNBC,High,6,2,6,2,5,5,5,4,6,5,3,4,54.193,Democrat,6,4,1,4,5,6,4,4,5.2,-1,-1,-0.15,0.35,1,1,0
279,FOX,High,7,1,6,1,6,6,1,1,1,1,6,6,73.67,Republican,1,2,2,6,6,2,5,5,2,-1,0,-0.5,1,1,1,1
354,Reuter,Low,7,1,6,2,7,6,1,1,3,2,5,5,52.238,Republican,2,2,2,4,6,11,4,5,1.6,0,0,-0.5,1,1,1,1
483,FOX,Low,3,2,2,2,3,2,2,2,4,4,4,4,51.285,Republican,2,2,2,5,5,7,4,4,2,0,0,-0.4,0.9,1,1,1
471,Reuter,High,7,2,7,2,6,5,2,2,5,4,5,7,61.011,Republican,2,2,2,4,5,10,3,4,3,-1,-2,-0.4,0.9,1,1,1
779,FOX,High,6,2,5,2,6,6,5,5,2,2,4,6,63.634,Democrat,4,2,2,6,5,5,3,5,3,0,1,-0.1,0.4,1,1,1
596,MSNBC,Low,7,1,7,1,7,7,8,7,1,2,1,1,51.337,Republican,2,2,2,6,4,11,4,5,2,0,0,0.15,0.35,1,1,1
340,MSNBC,Low,7,2,6,2,7,6,5,5,3,3,3,3,66.397,Republican,3,2,1,4,6,12,3.5,5,2.8,0,0,-0.1,0.6,1,1,1
591,Reuter,High,1,1,2,2,1,5,2,2,3,2,2,3,55.764,Republican,1,2,1,3,5,10,4.5,5,2,0,3,-0.4,0.9,1,1,1
1006,Reuter,Low,5,2,6,2,2,3,7,7,3,3,5,5,75.049,Democrat,6,2,2,4,3,5,2.5,5,3.2,-3,-3,0.1,0.6,1,1,1
566,Reuter,Low,3,2,5,2,2,2,4,4,5,3,2,2,53.041,Republican,2,2,1,4,6,12,1.5,5,2.6,-1,-3,-0.2,0.7,1,1,1
326,FOX,Low,7,1,6,1,5,5,6,6,5,4,2,2,51.178,Republican,2,2,1,4,2,10,4,5,3.2,-2,-1,0,0.5,1,1,1
566,FOX,High,6,1,6,2,3,3,6,6,3,4,2,4,53.62,Republican,2,2,2,4,3,4,4,4,2.6,-3,-3,0,0.5,1,1,1
1253,MSNBC,High,7,1,6,2,2,1,6,6,4,5,6,7,178.293,Republican,1,2,2,7,3,6,5,5,2.4,-5,-5,0,0.5,1,1,1
370,FOX,Low,6,2,6,2,3,2,6,6,6,5,2,1,66.119,Republican,4,2,2,5,5,5,2.5,5,4.8,-3,-4,0,0.5,1,1,1
409,MSNBC,High,7,2,6,2,6,6,1,1,1,1,5,7,53.657,Republican,2,2,1,4,5,9,4,5,1.4,-1,0,-0.5,1,1,1,1
292,Reuter,Low,7,1,7,1,7,7,1,1,1,1,7,7,52.351,Republican,1,2,1,4,5,6,5,5,1,0,0,-0.5,1,1,1,1
381,MSNBC,Low,6,1,6,2,6,6,1,1,6,4,5,6,56.505,Republican,3,2,1,3,5,4,3.5,4,1.2,0,0,-0.5,1,1,1,1
410,Reuter,High,7,1,7,1,7,7,1,8,4,4,4,4,56.131,Republican,1,2,1,3,6,5,2,5,1,0,0,-0.15,0.65,1,1,1
455,Reuter,High,6,1,6,1,6,6,1,1,4,4,4,4,54.5,Republican,2,2,2,3,5,8,4,5,1,0,0,-0.5,1,1,1,1
893,FOX,High,7,1,7,2,6,5,5,5,3,3,2,5,61.012,Republican,1,4,2,8,5,4,4.5,5,2.6,-1,-2,-0.1,0.6,1,1,0
953,FOX,Low,5,2,5,1,5,5,10,9,4,3,4,5,54.463,Democrat,5,2,1,5,4,5,3,5,2.6,0,0,0.35,0.85,1,1,1
750,MSNBC,High,6,1,6,1,6,6,1,1,1,1,4,6,101.809,Republican,1,5,2,4,1,1,3.5,5,1.2,0,0,-0.5,1,1,1,0
328,MSNBC,Low,6,1,6,2,5,5,8,8,4,4,4,4,51.855,Democrat,5,5,1,5,5,5,3,5,3,-1,-1,0.2,0.7,1,1,0
329,Reuter,High,3,2,3,2,2,2,6,6,7,6,4,5,53.34,Democrat,4,2,2,4,2,5,2.5,5,4.2,-1,-1,0,0.5,1,1,1
383,MSNBC,High,7,2,6,2,6,5,9,7,6,4,2,7,60.482,Democrat,2,2,1,4,5,8,3,3,5,-1,-1,0.2,0.7,1,1,1
271,FOX,Low,5,2,4,3,4,3,7,7,1,1,4,4,51.749,Democrat,7,2,1,3,5,5,3,4,1.8,-1,-1,0.1,0.6,1,0,1
390,MSNBC,Low,5,2,3,3,5,3,3,3,1,1,1,2,51.539,Republican,3,2,1,4,6,8,3.5,5,1.2,0,0,-0.3,0.8,1,0,1
398,FOX,Low,6,1,6,1,6,7,1,1,2,2,6,7,51.169,Republican,2,2,2,6,2,7,4,5,1.6,0,1,-0.5,1,1,1,1
280,MSNBC,Low,6,1,6,1,2,2,6,6,5,5,1,1,55.829,Democrat,6,2,1,5,6,7,2,5,5.6,-4,-4,0,0.5,1,1,1
491,Reuter,Low,6,2,6,2,3,3,6,6,6,4,1,2,74.341,Democrat,6,2,1,5,3,4,2,5,3.4,-3,-3,0,0.5,1,1,1
544,FOX,High,5,1,5,1,5,6,2,4,3,3,4,3,66.851,Democrat,4,2,1,4,5,6,3,5,3.4,0,1,-0.3,0.2,1,1,1
605,Reuter,High,6,2,7,1,5,5,8,7,5,4,4,5,67.734,Democrat,5,2,2,5,6,8,4,5,6.6,-1,-2,0.15,0.65,1,1,1
351,MSNBC,Low,5,3,6,2,6,6,7,7,4,1,1,1,60.167,Democrat,6,2,2,5,5,9,2,5,6,1,0,0.1,0.6,0,1,1
382,Reuter,High,7,2,7,2,7,5,1,11,1,1,5,7,55.913,Democrat,7,2,1,3,6,5,4,4,4,0,-2,0,0.5,1,1,1
438,Reuter,Low,7,1,7,1,6,6,6,6,6,5,1,1,74.143,Democrat,6,2,1,6,7,8,3,5,3.6,-1,-1,0,0.5,1,1,1
465,FOX,High,5,2,5,2,4,5,7,7,4,4,2,2,115.654,Democrat,5,2,1,4,4,4,3.5,5,2.8,-1,0,0.1,0.6,1,1,1
282,Reuter,High,4,8,4,8,2,2,6,6,4,3,1,1,63.554,Democrat,7,2,1,4,2,4,2,5,2,-2,-2,0,0.5,0,0,1
636,Reuter,Low,6,2,6,2,3,3,6,6,5,4,6,6,62.854,Republican,2,2,1,3,3,1,3,5,3,-3,-3,0,0.5,1,1,1
381,Reuter,Low,7,1,7,1,3,5,6,6,6,4,1,1,68.065,Democrat,7,2,2,4,5,6,5,5,4.2,-4,-2,0,0.5,1,1,1
265,FOX,High,6,1,7,1,6,7,11,11,1,1,6,7,68.453,Democrat,7,2,1,3,3,5,4.5,5,3.6,0,0,0.5,1,1,1,1
482,FOX,Low,5,3,6,3,6,5,6,6,3,2,4,2,82.02,Democrat,6,2,2,4,1,2,3,1,5.8,1,-1,0,0.5,0,0,1
331,MSNBC,High,6,1,6,1,6,6,1,1,2,1,5,7,71.252,Republican,2,2,2,4,4,5,4,5,1.8,0,0,-0.5,1,1,1,1
381,MSNBC,Low,4,1,5,2,3,3,7,7,5,4,1,2,51.525,Democrat,5,2,2,4,5,6,1.5,4,3.6,-1,-2,0.1,0.6,1,1,1
628,FOX,Low,5,2,6,2,4,3,11,11,4,4,2,5,78.524,Democrat,5,2,1,4,6,10,3,5,3,-1,-3,0.5,1,1,1,1
407,FOX,High,7,1,7,1,7,7,2,1,3,3,5,6,51.906,Republican,1,2,2,6,5,4,5,5,1,0,0,-0.45,0.95,1,1,1
645,MSNBC,High,7,1,7,1,3,3,6,6,7,7,1,1,104.713,Democrat,7,2,1,3,5,6,5,4,7,-4,-4,0,0.5,1,1,1
538,MSNBC,High,6,2,6,2,5,5,6,6,7,7,1,1,86.767,Democrat,5,1,2,4,4,11,3.5,4,4.4,-1,-1,0,0.5,1,1,0
338,FOX,High,6,1,6,1,6,6,10,10,1,2,4,5,71.384,Democrat,6,2,1,3,5,5,4.5,5,4.8,0,0,0.4,0.9,1,1,1
866,Reuter,Low,3,2,3,2,1,1,6,5,5,3,3,4,79.635,Republican,2,2,2,4,5,7,3,5,3.2,-2,-2,-0.05,0.55,1,1,1
465,Reuter,Low,2,2,3,2,2,2,6,6,6,5,4,5,124.679,Democrat,5,2,2,5,5,7,1.5,5,4.4,0,-1,0,0.5,1,1,1
698,Reuter,High,6,1,6,1,4,5,3,3,3,3,4,4,93.501,Republican,1,2,1,6,2,1,1,4,5.4,-2,-1,-0.3,0.8,1,1,1
677,Reuter,High,5,3,5,3,3,2,6,6,6,3,3,3,124.673,Democrat,6,2,1,5,5,9,3,5,4.2,-2,-3,0,0.5,0,0,1
269,Reuter,High,5,2,6,2,6,5,7,6,3,4,5,5,58.358,Republican,3,2,1,2,5,11,4,5,1,1,-1,0.05,0.44999999999999996,1,1,1
706,MSNBC,Low,6,3,5,2,5,5,8,7,5,5,4,3,62.524,Democrat,6,2,1,3,5,6,4,5,6,-1,0,0.15,0.65,0,1,1
355,FOX,Low,5,2,6,2,5,5,6,6,7,7,1,1,61.975,Democrat,6,2,2,4,4,8,3,5,4.4,0,-1,0,0.5,1,1,1
962,FOX,Low,7,1,7,1,5,4,1,1,5,4,2,2,190.001,Republican,2,2,2,7,4,3,3.5,5,2,-2,-3,-0.5,1,1,1,1
466,MSNBC,High,7,1,7,1,7,7,6,6,5,6,1,1,71.538,Democrat,7,2,1,6,4,11,2,5,6,0,0,0,0.5,1,1,1
1035,MSNBC,High,6,2,6,2,2,3,6,6,6,4,4,4,137.095,Democrat,6,2,2,4,5,6,2,5,5.2,-4,-3,0,0.5,1,1,1
387,Reuter,High,6,2,6,2,5,5,6,6,6,4,1,1,79.087,Democrat,7,2,1,4,5,4,2,5,5.6,-1,-1,0,0.5,1,1,1
335,FOX,Low,4,3,3,3,3,3,11,11,2,2,4,4,52.498,Democrat,7,2,1,7,3,5,4,5,3.4,-1,0,0.5,1,0,0,1
558,MSNBC,Low,6,2,5,2,2,2,3,2,2,5,3,5,94.373,Republican,3,2,2,6,2,9,3.5,5,2.4,-4,-3,-0.35,0.85,1,1,1
406,MSNBC,High,7,1,6,1,6,6,3,3,1,1,1,1,63.756,Republican,1,2,1,6,3,4,5,5,1.8,-1,0,-0.3,0.8,1,1,1
